Final P(correct) Mean,Final P(zero) Mean,TrainingReturns Std,PolicyOutput_1 Mean,Rewards Std,Ys Max,Final P(correct) Min,Ys Std,TargetPolicyOutput_0 Max,Ys Min,Final P(zero) Max,QfOutput Min,TargetQfOutput Std,TargetQfOutput Min,PolicyOutput_0 Mean,DiscountedReturns Mean,TargetQfOutput Mean,Ys Mean,Rewards Min,TargetPolicyOutput_1 Mean,QfOutput Std,Rewards Mean,TargetPolicyOutput_0 Mean,PolicyOutput_1 Max,PolicyOutput_1 Std,TrainingReturns Mean,TargetPolicyOutput_1 Std,QfOutput Mean,Returns Std,PolicyOutput_0 Std,TargetPolicyOutput_0 Min,QfOutput Max,QfLoss,Rewards Max,AverageReturn,DiscountedReturns Std,PolicyOutput_0 Min,Final P(zero) Min,DiscountedReturns Min,TargetPolicyOutput_1 Min,Returns Mean,TargetQfOutput Max,Returns Min,Final P(correct) Max,TrainingReturns Max,Epoch,Returns Max,TrainingReturns Min,PolicyOutput_1 Min,TargetPolicyOutput_0 Std,PolicySurrogateLoss,TargetPolicyOutput_1 Max,Final P(correct) Std,PolicyOutput_0 Max,Final P(zero) Std,DiscountedReturns Max
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.95156e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,30,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.70003e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,31,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.46584e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,32,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.249e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,33,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.249e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,34,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.04951e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,35,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.04951e-16,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,36,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,0.0,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,8.67362e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,37,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.02563e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,38,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.02563e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,39,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,5.55112e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,40,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,5.55112e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,41,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,5.55112e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,42,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,4.25007e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,43,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,4.25007e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,44,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.1225e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,45,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.1225e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,46,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.1225e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,47,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,2.1684e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,48,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,2.1684e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,49,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,2.1684e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,50,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,2.1684e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,51,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.38778e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,52,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.38778e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,53,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.38778e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,54,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.38778e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,55,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,2.79397e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,1.38778e-17,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,56,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.80626e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,57,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.80626e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,58,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.80626e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,59,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.80626e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,60,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,1.86265e-09,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,7.80626e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,61,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,62,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,63,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,64,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,65,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,66,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
0.131433,-0.129,0.0,0.394186,0.0,-0.0146289,0.131433,0.0,0.0,-0.0146289,-0.129,-0.0146289,0.0,-0.0693708,0.00121632,-0.0146288871765,-0.0693708,-0.0146289,-0.0146288871765,0.0,9.31323e-10,-0.0146288871765,0.0,0.917978,0.523792,-0.0146288871765,0.0,-0.0146289,0.0,0.130217,0.0,-0.0146289,3.46945e-18,-0.0146288871765,-0.0146288871765,0.0,-0.129,-0.129,-0.0146288871765,0.0,-0.0146288871765,-0.0693708,-0.0146288871765,0.131433,-0.0146288871765,67,-0.0146288871765,-0.0146288871765,-0.129606,0.0,0.0146289,0.0,1.49012e-08,0.131433,2.98023e-08,-0.0146288871765
